时间,标签,事件,内容
2018.07.20,すべてお知らせ,一時的にゲームに接続できない場合がある現象について,プリンセスコネクト！Re:Dive運営事務局です。2018/07/20(金)22:45頃、一時的にゲームに接続できない場合がある現象が発生しておりました。…
2018.07.19,すべてお知らせ,「デンジャラスバカンス！渚のグルメプリンセス」開催終了！,プリンセスコネクト！Re:Dive運営事務局です。2018/07/19(木)15:00に、ストーリーイベント「デンジャラスバカンス！渚のグルメプリンセス」の…
2018.07.21,すべてお知らせ,「7月クランバトル」開催！,プリンセスコネクト！Re:Dive運営事務局です。2018/07/21(土)05:00から、「クランバトル」を開催中です！クランバトルでは、クランのメンバ…
2018.07.20,すべてお知らせアップデート,ダンジョン「蒼海の孤塔(EXTREME)」追加！,プリンセスコネクト！Re:Dive運営事務局です。2018/7/20(金)15:30から、ダンジョンに新エリア「蒼海の孤塔(EXTREME)」を追加しました…
2018.07.20,すべてお知らせ,「ノーマルクエスト」ドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2018/07/20(金)05:00から、「ノーマルクエスト」ドロップ量2倍キャンペーンを開始しました！！…
2018.07.18,すべてお知らせ,「7月クランバトル」開催決定！,プリンセスコネクト！Re:Dive運営事務局です。2018/07/21(土)05:00から、「クランバトル」を開催します！クランバトルでは、クランのメンバ…
2018.07.20,すべてお知らせメンテナンス,2018/07/20(金)メンテナンス終了のお知らせ,プリンセスコネクト！Re:Dive運営事務局です。下記の期間、ダンジョン新エリア「蒼海の孤塔(EXTREME)」の追加、および「断崖の遺跡(VERYHARD…
2018.07.18,お知らせ,「ぷりこねっ！りだいぶ」第21話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第21話を掲載しました！■4コマ「ぷ…
2018.07.17,すべてお知らせ,期間限定キャラ「スズメ（サマー）」登場！！,期間限定キャラ「スズメ（サマー）」がピックアップガチャとプラチナガチャから登場！ピックアップガチャでは、「スズメ（サマー）」の提供割合がアップします。※「ス…
2018.07.17,すべてお知らせ,ギルドハウスに新しい家具を追加！,プリンセスコネクト！Re:Dive運営事務局です。2018/07/17(火)15:00から、ギルドハウスの家具ショップに新しい家具を追加しました！期間限定…
2018.07.17,すべてお知らせアップデート,アップデートのお知らせ【2018/07/17(火),15:00更新】プリンセスコネクト！Re:Dive運営事務局です。2018/07/17(火)15:00にアップデートを行いました。※本アップデートでは、ストアからのアップ…
2018.07.17,すべてお知らせ,150万ダウンロード突破記念プレゼントのお知らせ,プリンセスコネクト！Re:Dive運営事務局です。「プリンセスコネクト！Re:Dive」のダウンロード数が、150万を突破いたしました！ご利用いただいており…
2018.07.12,すべてお知らせアップデート,アップデートのお知らせ【2018/07/12(木),12:00公開】プリンセスコネクト！Re:Dive運営事務局です。2018/07/12(木)12:00にアップデートを行いました。※強制アップデートは、2018/07/1…
2018.07.17,すべてお知らせアップデート,アップデートのお知らせ【2018/07/17(火),12:00公開】プリンセスコネクト！Re:Dive運営事務局です。2018/07/17(火)12:00にアップデートを行いました。※強制アップデートは、2018/07/1…
2018.07.17,すべてお知らせ,Google,Play版において、ジュエルを購入できない現象についてプリンセスコネクト！Re:Dive運営事務局です。2018/07/17(火)06:00ごろから、GooglePlay版において、ジュエルを購入する際に、正…
2018.07.09,お知らせ,「ぷりこねっ！りだいぶ」第20話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第20話を掲載しました！■4コマ「ぷ…
2018.07.12,お知らせグッズ,「プリンセスコネクト！Re:Dive」LINE公式スタンプ発売開始のお知らせ,プリンセスコネクト！Re:Dive運営事務局です。2018/07/12(木)から、「プリンセスコネクト！Re:Dive」のLINE公式スタンプを配信開始いたし…
2018.07.11,すべてお知らせアップデート,アップデートのお知らせ【2018/07/11(水),14:05追記】プリンセスコネクト！Re:Dive運営事務局です。2018/07/11(水)12:00にアップデートを行いました。Appstoreにて、アップデートの反…
2018.07.04,お知らせ,「ぷりこねっ！りだいぶ」第18話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第18話を掲載しました！■4コマ「ぷ…
2018.07.06,お知らせ,「ぷりこねっ！りだいぶ」第19話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第19話を掲載しました！■4コマ「ぷ…
2018.07.02,お知らせ,「ぷりこねっ！りだいぶ」第17話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第17話を掲載しました！■4コマ「ぷ…
2018.06.30,すべてお知らせ,期間限定キャラ「ペコリーヌ(サマー)」登場！！,期間限定キャラ「ペコリーヌ（サマー）」がピックアップガチャとプラチナガチャから登場！ピックアップガチャでは、「ペコリーヌ（サマー）」の提供割合がアップします。…
2018.07.10,すべてお知らせ,「ダンジョン」マナドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2018/07/10(火)05:00から、「ダンジョン」マナドロップ量2倍キャンペーンを開始しました！！…
2018.07.04,すべてお知らせアップデート,アップデートのお知らせ【2018/07/04(水),14:30更新】プリンセスコネクト！Re:Dive運営事務局です。2018/07/04(水)14:30に軽微な不具合の修正を行うため、アップデートを行いました。※本アップ…
2018.07.01,すべてお知らせアップデート,購入金額通知機能追加のお知らせ,プリンセスコネクト！Re:Dive運営事務局です。2018/07/01(日)00:00に、購入金額通知機能を追加しました。購入金額通知機能とは、1か月間の…
2018.07.01,すべてお知らせ,一部のキャリア決済において、ジュエルを購入できない不具合について,プリンセスコネクト！Re:Dive運営事務局です。2018/07/01(日)00:00ごろから、一部のキャリア決済においてジュエルを購入する際にエラーが発生…
2018.06.30,すべてお知らせ,「探索」ドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2018/06/30(土)05:00から、「探索」ドロップ量2倍キャンペーンを開始しました！！キャンペー…
2018.06.30,お知らせ,ストーリーイベント「デンジャラスバカンス！,渚のグルメプリンセス」開催中！【2018/06/30(土)14:50追記】プリンセスコネクト！Re:Dive運営事務局です。2018/6/30(土)12:00から、ストーリーイベント「デンジャラスバカンス！渚のグルメプリンセス」…
2018.06.28,すべてお知らせメンテナンス,2018/06/28(木)メンテナンス終了のお知らせ,プリンセスコネクト！Re:Dive運営事務局です。下記の期間にて、一部サーバー機器の調整を行うため実施しておりましたメンテナンスが終了いたしました。■メンテ…
2018.06.30,すべてお知らせアップデート,アップデートのお知らせ【2018/07/02(月),17:30追記】プリンセスコネクト！Re:Dive運営事務局です。2018/06/30(土)12:00にアップデートを行いました。※本アップデートでは、ストアからのアップ…
2018.06.24,すべてお知らせイベント,「プリンセスコネクト！Re:Dive,新イベント発表＆ラジオ1周年記念生放送」のお知らせ【06/25(月)22:45追記】プリンセスコネクト！Re:Dive運営事務局です。「プリンセスコネクト！Re:Dive新イベント発表＆ラジオ1周年記念生放送」の放送が決定しました！201…
